Report #,Title,Report Type,Category,Severity,Date Discovered,Date Reported,Date Answered,Date Resolved,LCN,Part Number,Serial Number
S013UNUS01-1-16760140,Request create an EEL/IUID for JSF P/N: 2FRV15002-0005 Vendor 1501147-11 for service,DQIM,CAT II,High,10/11/13 16:31,10/11/13 16:38,11/18/13 18:26,4/1/14 5:47,Default,1501147-11,1471100031
S013UNUS01-1-16760261,Request EEL update in ALIS. Wrong EEL in SOU need re-sent for correct serial number.,DQIM,CAT I,Low,10/15/13 16:57,10/15/13 17:19,10/18/13 17:42,4/1/14 5:46,Default,2GFV00302-0004,151
S013UNUS01-1-16861721,Request create an EEL for P/N: DK-140 to put item in service.,DQIM,CAT II,Low,10/18/13 22:07,10/18/13 22:11,10/29/13 19:20,4/1/14 5:45,Default,DK-140,0
S013UNUS01-1-16974231,REQUEST EEL FOR 2GVH00001-0009 S/N RIO01434 U0BLE TO INDENTIFY LCN,DQIM,CAT II,High,11/6/13 15:54,11/6/13 16:18,1/16/14 22:25,4/1/14 5:53,DQIM,2GVH00001-0009,0
S013UNUS01-1-17093431,"Requesting EEL for PN 2FRV11002-0006 SN 00153. Received EEL with SN0153, SN 00153 on part.",DQIM,CAT II,Low,11/6/13 16:41,11/6/13 16:47,11/14/13 22:56,1/3/14 7:03,Default,2FRV11002-0006,153
S013UNUS01-1-17093541,Requesting EELs for parts in attached word document.,DQIM,CAT II,High,11/15/13 14:03,11/15/13 14:11,12/3/13 19:35,1/3/14 6:58,Default,2GDV00025-0002,0
S013UNUS01-1-17093691,Part Number  2WWV72001-0003 Not in Parts Catalog and needs to be added for inventory.,Supply Chain,CAT II,Medium,11/15/13 16:57,11/15/13 17:33,12/18/13 17:38,1/3/14 6:52,Default,2WWV72001-0003,0
S013UNUS01-1-18245671,Need PN added to Parts Catalog in SCM,DQIM,CAT II,High,12/20/13 20:28,12/27/13 16:30,3/21/14 20:32,4/1/14 8:27,Default,6P201JSF2,0
S013UNUS01-1-18245801,Resuest IUID for Control Panel on downed aircraft Attempted DA45822FCH27102-0004S9571135,DQIM,CAT I,Low,12/27/13 15:09,12/27/13 16:19,12/30/13 14:58,1/3/14 6:46,Default,727-0716-02,0
S013UNUS01-1-18245895,Request PN add to Parts Catalog for GGB-171,DQIM,CAT I,Low,12/27/13 15:41,12/27/13 16:18,2/6/14 22:36,4/1/14 8:22,DQIM,2ZCH62760-0004,113878
S013UNUS01-1-18246196,Request Certificate of Conformance for PN:904729-5 SN:0128,Supply Chain,CAT II,High,12/27/13 16:30,12/27/13 17:02,1/8/14 22:26,4/1/14 8:22,Default,904729-5,128
S013UNUS01-1-18373501,Sensing Elements Pending IUID,Supply Chain,CAT II,High,1/6/14 20:05,1/13/14 23:43,7/11/14 20:37,7/11/14 8:37,Default,04-090020-020N,0
S013UNUS01-1-18373511,Request IUID information and EEL data release for Transfer into YUMA SOU on PCDEU,DQIM,CAT I,Low,1/6/14 20:20,1/6/14 20:49,1/7/14 14:43,4/1/14 8:21,Default,2ZCH66500-0418,3006
S013UNUS01-1-18486412,Request IUID and EEL data for PN and SN. Ordered against Aircraft. Nomenclature: Ear Phones,DQIM,CAT I,Low,1/13/14 16:20,1/13/14 23:46,1/15/14 23:08,4/1/14 8:19,Default,2ZCH62760-0004,113878
S013UNUS01-1-18486851,Request EEL for 2CHH51500-0015 SN 00190. VPN: TY2851-23A,DQIM,CAT II,High,1/14/14 22:53,1/14/14 23:00,1/16/14 21:27,4/1/14 8:18,Default,2CHH51500-0015,190
S013UNUS01-1-18726426,Request IUID information and EEL creation for part ordered against aircraft,DQIM,CAT I,Low,1/31/14 20:35,1/31/14 22:21,2/3/14 15:27,2/4/14 10:18,Default,2WSH52493-0003,0
S013UNUS01-1-18727357,Request IUID information and EEL creation for part ordered against aircraft,DQIM,CAT I,Low,2/3/14 21:56,2/3/14 22:12,2/4/14 22:35,4/1/14 5:34,Default,DK-140,0
S013UNUS01-1-18798483,Request IUID information and EEL creation for part ordered against aircraft,DQIM,CAT I,Low,2/3/14 22:11,2/3/14 23:24,2/4/14 22:36,4/1/14 5:33,Default,7P301JSF4-1,0
S013UNUS01-1-18798700,Request EEL for Inverter Converter 2CEH00044-0001  VPN: 1714967 SN: AAJV000234,DQIM,CAT I,Low,2/3/14 23:34,2/3/14 23:42,2/4/14 22:34,4/1/14 5:31,A2432030,1714967,0
S013UNUS01-1-18798711,Request IUID information and EEL creation for part ordered against aircraft,DQIM,CAT I,Low,2/3/14 23:36,2/3/14 23:49,2/4/14 22:33,4/1/14 5:32,A4620010,114E9640G5,0
S013UNUS01-1-18799311,Request IUID information and EEL creation for part ordered against aircraft,DQIM,CAT I,Low,2/4/14 20:50,2/4/14 21:10,2/5/14 15:20,4/1/14 4:14,Default,62127-4,897
S013UNUS01-1-19240591,Need Part Numbers added to Parts Catalog in SCM,DQIM,CAT II,High,3/18/14 21:22,3/18/14 21:35,10/7/14 18:51,10/7/14 6:51,Default,Multiple,1
S013UNUS01-1-19312571,Future POs should reflect MLG PN: DR32327T vice 2649E4511-5,Supply Chain,CAT II,Low,3/25/14 21:27,3/25/14 21:31,4/4/14 22:00,4/25/14 3:13,Not Applicable,2649E4511-5,0
S013UNUS01-1-19404091,EEL fix for stock part,DQIM,CAT II,High,4/3/14 21:22,4/3/14 21:31,4/9/14 13:16,8/20/14 2:48,Default,3215878-2-1,42
S013UNUS01-1-19446581,Request EEL creation for transfer for stock item,DQIM,CAT II,High,4/7/14 20:22,4/7/14 20:32,4/9/14 13:15,4/25/14 3:03,Default,3291720-2-1,119
S013UNUS01-1-19446675,Request EEL creation for transfer for stock item,DQIM,CAT II,High,4/7/14 20:27,4/7/14 20:30,4/9/14 13:14,4/25/14 2:56,Default,04-90020-045D,0
S013UNUS01-1-19597788,IUID/ PART NUMBER TRANSFER,Supply Chain,CAT II,Medium,4/23/14 19:25,4/23/14 21:20,9/12/14 15:25,10/27/14 7:12,Default,7P502JSF1,0
S013UNUS01-1-19644442,REQUEST EEL CREATION FOR SENSING ELEMENT.,Supply Chain,CAT II,Low,4/29/14 18:41,5/1/14 16:19,5/22/14 1:07,5/29/14 6:03,Not Applicable,04-90020-020N,0
S013UNUS01-1-19644781,REQUEST EEL FOR SENSING ELEMENT,Supply Chain,CAT II,Low,5/1/14 22:00,5/1/14 22:49,5/22/14 1:05,5/29/14 6:02,Not Applicable,04-90020-020N,0
S013UNUS01-1-19644881,REQUEST EEL CREATION FOR SENSING ELEMENT,Supply Chain,CAT II,Low,5/1/14 22:10,5/1/14 22:52,5/22/14 1:02,5/29/14 6:01,Not Applicable,04-90020-020N,0
S013UNUS01-1-19644977,REQUEST EEL CREATION FOR SENSING ELEMENT,Supply Chain,CAT II,Low,5/1/14 22:15,5/1/14 22:49,5/22/14 0:56,5/29/14 6:01,Not Applicable,04-900-200-020N,0
S013UNUS01-1-19645072,REQUEST PN 2MSH32106-0001 BE ADDED TO IFS PARTS CATALOG.,DQIM,CAT II,Low,5/1/14 22:18,5/1/14 22:48,9/5/14 20:42,10/23/14 3:01,Not Applicable,2MSH32106-0001,0
S013UNUS01-1-19672711,REQUEST EEL CREATION/RETREIVAL FOR CSMU BEACON,DQIM,CAT II,Low,5/2/14 21:34,5/2/14 23:01,5/6/14 19:12,5/7/14 5:51,Not Applicable,DK-140,0
S013UNUS01-1-19672761,REQUEST EEL CREATION/RETREIVAL OF CSMU BEACON,DQIM,CAT II,Low,5/2/14 21:41,5/2/14 22:18,5/6/14 19:13,5/7/14 5:51,Not Applicable,DK-140,0
S013UNUS01-1-19702501,PN not in Parts Catalog. Need Load ASAP to support UK Det,DQIM,CAT II,Low,5/5/14 23:32,5/5/14 23:38,5/8/14 15:05,5/28/14 3:24,Default,2ZZZ00014F3/2.50,0
S013UNUS01-1-19702751,Part came in for stock without EEL. VPN: 2649E4502-7,DQIM,CAT II,Low,5/7/14 15:50,5/7/14 16:07,5/7/14 21:43,5/7/14 11:07,Default,2GLV29003-0002,0
S013UNUS01-1-19703081,REQUESTING EEL CREATION OR RETREIVAL FOR GPIL,DQIM,CAT II,Medium,5/7/14 21:56,5/7/14 22:35,5/13/14 21:35,5/14/14 11:11,Not Applicable,4985733-0005,731
S013UNUS01-1-19703381,Attachment is for Stock items which require EELs and are not in our SOU.,DQIM,CAT II,Low,5/8/14 16:05,5/8/14 16:13,9/5/14 15:10,10/23/14 3:01,Default,Multiple Part #s,0
S013UNUS01-1-19764141,REQUEST THE ATTACHED PART NUMBERS TO BE ADDED TO THE SCM PARTS CATALOG.,DQIM,CAT II,Low,5/13/14 15:44,5/15/14 22:53,10/7/14 18:43,10/7/14 6:43,Default,MULTIPLE PART NUMBERS,0
S013UNUS01-1-19791501,REQUEST EEL CREATION FOR CSMU BEACON,DQIM,CAT II,Medium,5/15/14 21:02,5/15/14 21:13,5/19/14 23:25,5/29/14 5:55,Default,DK-140,0
S013UNUS01-1-19807551,IUID Transfer From D914173099539-1030036  to D914173099539-10300036,Supply Chain,CAT II,Medium,5/21/14 6:27,5/30/14 22:36,9/16/14 21:14,9/16/14 9:14,Default,3099539-103,36
S013UNUS01-1-19808303,Request create an IUID/EEL for P/N 3193320-101 JSF: 2ZHL77050-0002 S/N 00037 to put in service.,DQIM,CAT II,High,5/28/14 14:15,5/28/14 14:25,6/10/14 15:17,6/16/14 9:51,A4822092,2ZKH77050-0002,37
S013UNUS01-1-19875821,Request that the attachment be taken for action and IUID/EELs be provided for inventory items.,DQIM,CAT II,Low,5/29/14 20:39,5/29/14 21:07,10/7/14 18:41,10/7/14 6:41,Default,multiple,0
S013UNUS01-1-19875941,Request bulk load into CMMS for AME inventory induction of 167 serialized items.,Supply Chain,CAT II,Low,5/29/14 21:13,5/29/14 21:35,12/12/14 22:08,12/12/14 10:08,Default,0,0
S013UNUS01-1-19876321,Please update SSK to reflect hazmat indicator in ALIS SCM.,Supply Chain,CAT II,Low,5/30/14 20:48,5/30/14 21:13,9/19/14 18:15,10/27/14 7:06,A9511019,MBEU250024-4,0
S013UNUS01-1-19972781,REQUEST EEL CREATION FORS BCCU,DQIM,CAT II,High,6/12/14 19:35,6/12/14 19:53,6/18/14 18:12,8/20/14 1:21,Not Applicable,7P402JSF1-2,0
S013UNUS01-1-19973051,"REQUEST EEL CREATION TO ADAPTOR, GRD.",DQIM,CAT II,Medium,6/12/14 22:55,6/12/14 23:43,6/18/14 18:12,8/20/14 1:20,Not Applicable,62119,150
S013UNUS01-1-19973150,REQUEST EEL CREATION FOR PRESSURE SWITCH,DQIM,CAT II,Medium,6/12/14 23:05,6/12/14 23:42,6/18/14 18:11,8/20/14 1:20,Not Applicable,F7-412-1,70
S013UNUS01-1-19994501,Request create an IUID for the be1 Main Landing Gear assy to put in service.,DQIM,CAT II,Low,6/13/14 21:46,6/13/14 21:54,6/18/14 18:10,8/20/14 1:19,A3241310010,2649E4502-5,0
S013UNUS01-1-20010571,REQUEST EEL CREATION FOR OBOGS JSF: 2ZCH41020-0005 S/N: 0061,DQIM,CAT II,Medium,6/16/14 18:31,6/16/14 18:37,6/18/14 19:52,8/20/14 1:18,A3541010,3332W000-005,61
S013UNUS01-1-20010791,W&T O-RING PN DSR4374-1370 and M83461/1-370 need to be tied as alter0te PNs in CMMS and SCM.,DQIM,CAT II,Low,6/17/14 0:27,6/17/14 0:32,7/24/14 18:55,10/1/14 4:03,A,M83461/1-370,0
S013UNUS01-1-20017391,"Request create an IUID/EEL for 359510-01-01 to put in-service.  Qty: 03 S/N: 113810, 113913, 113783",DQIM,CAT II,High,6/19/14 23:11,6/19/14 23:22,6/26/14 18:41,9/8/14 2:19,A4232080,2ZCH62760-0004,113810
S013UNUS01-1-20074054,5009LH W&T EEL fix.,DQIM,CAT II,Low,6/23/14 17:43,6/23/14 18:00,6/26/14 18:40,6/27/14 9:44,A3242310,2628A2500-1,0
S013UNUS01-1-20079101,Procedures put in place to manually move UNSV tires to MAINT01 for repair process,Supply Chain,CAT II,Low,7/2/14 17:45,7/2/14 17:57,10/22/14 19:41,12/12/14 4:40,Default,0,0
S013UNUS01-1-20182091,Request cleanup of orphan POs that do not have a pegged/open customer order.,Supply Chain,CAT II,Low,7/18/14 17:07,7/18/14 19:13,10/8/14 14:43,11/25/14 4:50,Default,0,0
S013UNUS01-1-20249551,IUID and EEL request for Stock Gear,DQIM,CAT II,Low,7/22/14 20:28,7/22/14 20:35,7/23/14 15:42,8/15/14 4:05,Default,2CFV00304-0001,0
S013UNUS01-1-20249851,Request Location build for Yuma,Supply Chain,CAT II,Low,7/23/14 15:05,7/23/14 15:52,10/16/14 13:20,12/2/14 3:30,Default,0,0
S013UNUS01-1-20250011,EEL creation for MODULE,DQIM,CAT I,Low,7/24/14 17:14,7/24/14 20:35,7/25/14 17:50,8/15/14 4:04,Not Applicable,7P402JSF1-2,0
S013UNUS01-1-20320746,Parts ordered from ALIS that do not exist in GSSM/SAP.,Supply Chain,CAT II,Medium,7/25/14 19:23,7/25/14 19:34,1/20/15 23:36,1/20/15 11:36,ALIS,N/A,0
S013UNUS01-1-20332621,"REQUESTING EEL CREATION FOR P/N: 62122-1 VP/N: 2GFV00310-0001, CAGE: 86090, S/N: 0198 AND 0154",DQIM,CAT II,Low,7/30/14 2:37,9/12/14 16:58,9/30/14 22:54,11/15/14 3:47,Not Applicable,62122-1,0
S013UNUS01-1-20333331,"REQUESTING EEL CREATION FOR ADAPTER. P/N:62119, VP/N:2CFV00307-0001, S/N:148, CAGE: 86090.",DQIM,CAT II,Low,8/6/14 4:21,10/16/14 17:48,10/22/14 16:09,12/12/14 4:30,Not Applicable,62119,148
S013UNUS01-1-20449721,REQUESTING EEL FOR HELMET. P/N:2ZCH62770-0001 VP/N:359310-01-01 S/N:HCI10445 CAGE:06VL3,DQIM,CAT II,Medium,8/15/14 5:01,10/16/14 17:25,10/22/14 16:06,12/12/14 4:29,Not Applicable,2ZCH62770-0001,0
S013UNUS01-1-20638501,Incoming Stock without EEL,DQIM,CAT II,Low,9/8/14 10:11,9/8/14 10:15,9/10/14 11:32,10/16/14 5:20,Default,2FRV11022-0005,192
S013UNUS01-1-20639021,Missing EEL for Micap Manufacture PN: 359310-01-01 JSF PN: 2ZCH62770-0001 SN: HCI0455,DQIM,CAT II,Medium,9/10/14 22:37,9/10/14 22:40,9/15/14 21:29,10/6/14 3:09,Default,359310-01-01,0
S013UNUS01-1-20669621,Please assist with this EEL Request for aircraft. PN:2GHH43007-0005 SN: 3032579-101,DQIM,CAT II,Medium,9/12/14 16:16,9/12/14 16:29,9/15/14 21:30,10/6/14 2:42,Default,3032579-101,0
S013UNUS01-1-20669750,Please assist with this part for stock. PN: 2WFV00312-0001 SN: 0382,DQIM,CAT II,Low,9/12/14 16:35,9/12/14 16:37,9/15/14 21:31,10/6/14 2:42,Default,62124A,382
S013UNUS01-1-20669915,Pease assist with EEL retrieval for stock. Compensator PN: 2GFV00606-0001 SN: 0316 Cage: 89305,DQIM,CAT II,Low,9/12/14 17:42,9/12/14 17:47,9/15/14 21:33,10/6/14 2:41,Default,2GFV00606-0001,316
S013UNUS01-1-20691551,Pease assist with EEL creation for stock. Battery PN: 2ZCH44031-0003 SN: 0132 Cage: F0037,DQIM,CAT II,Low,9/16/14 17:45,9/16/14 17:49,9/24/14 13:32,10/16/14 5:00,Default,3481W000-003,132
S013UNUS01-1-20691648,Pease assist with EEL creation for stock. SSK  PN: 2ZCH44030-0003 SN: 0110 Cage: U1605,DQIM,CAT II,Low,9/16/14 22:51,9/16/14 22:56,9/18/14 13:32,10/6/14 2:39,Default,3449W000-003,110
S013UNUS01-1-20692241,Request for EEL assistance for a stock item.,DQIM,CAT II,Low,9/24/14 20:38,9/24/14 20:49,9/30/14 22:29,10/16/14 5:06,Default,2013174-101,3466
S013UNUS01-1-20692451,Assistance with EEL creation for stock.,DQIM,CAT II,Low,9/25/14 20:06,9/25/14 20:15,9/30/14 22:31,10/16/14 5:09,Default,2649E4502-5,0
S013UNUS01-1-20760611,Request assistance with EEL retrieval,DQIM,CAT II,Medium,9/26/14 23:32,9/26/14 23:37,9/30/14 13:30,10/16/14 5:11,A2812010,2GFV00701-0001 / 2030046-101,1470
S013UNUS01-1-20760731,Please correct EEL information. Wrong PN on EEL.,DQIM,CAT II,Medium,10/2/14 9:47,10/2/14 9:51,10/3/14 13:22,10/6/14 5:54,Default,275A505-203,2078
S013UNUS01-1-20855501,Request EELs for stock items,DQIM,CAT II,Low,10/14/14 16:10,10/14/14 17:01,10/15/14 18:27,12/2/14 2:47,Default,3032579-101,0
S013UNUS01-1-20856243,Request for DTR/Utility File for AME serialized parts.See remarks for details,Supply Chain,CAT II,Low,10/16/14 18:13,10/16/14 18:44,2/18/15 18:12,2/18/15 6:12,Default,0,0
S013UNUS01-1-20887891,Part added to Part Catalog for stock.,DQIM,CAT II,Low,10/21/14 21:40,10/21/14 21:46,10/23/14 21:58,12/12/14 4:26,Default,7P202JSF1,0
S013UNUS01-1-20888021,REQUEST EEL RETREIVAL/CREATION FOR GPIO,DQIM,CAT II,Medium,10/23/14 16:07,2/24/15 17:01,3/23/15 19:27,6/9/15 10:51,Not Applicable,7393737-03,176
S013UNUS01-1-20888331,EEL RETREIVAL/CREATION,DQIM,CAT II,Medium,10/29/14 15:13,10/29/14 15:51,11/20/14 22:51,6/9/15 10:50,Default,MULTIPLE,0
S013UNUS01-1-20966631,EEL CREATION/RETREIVAL FOR SENSING ELEMENTS,DQIM,CAT II,Medium,10/29/14 20:55,10/30/14 20:25,11/5/14 22:16,6/9/15 10:50,Default,04-90020-041N,0
S013UNUS01-1-21050721,Requesting EELs for stock items,DQIM,CAT II,Low,11/17/14 20:53,11/17/14 21:24,11/20/14 0:24,0,Default,multiple,0
S013UNUS01-1-21138721,REQUEST EEL CREATION/RETREIVAL FOR MLG B0190,DQIM,CAT II,Medium,12/5/14 20:54,12/8/14 23:00,12/11/14 17:16,6/9/15 10:56,Default,2649A4510-5,0
S013UNUS01-1-21138901,SERV CODE CHANGE IN EEL,DQIM,CAT II,Medium,12/5/14 23:12,12/8/14 23:03,12/15/14 19:06,6/9/15 10:56,Default,48530-2,34
S013UNUS01-1-21139408,REQUEST DISPOSITION ON PARTS NOT IN CATALOG LISTING,Supply Chain,CAT II,Medium,12/11/14 20:12,12/17/14 15:06,6/12/15 21:10,10/9/15 16:50,Not Applicable,MULTIPLE,0
S013UNUS01-1-21209751,P/N NEEDS TO BE ADDED TO PARTS CATALOG,Supply Chain,CAT II,High,12/16/14 22:07,12/16/14 22:44,8/11/16 20:29,8/11/16 20:29,Default,26108A,0
S013UNUS01-1-21256831,EEL u0vailable for download.,DQIM,CAT I,Low,12/24/14 14:25,12/24/14 14:28,12/27/14 13:32,6/9/15 10:57,A4232040,353100-25-01,0
S013UNUS01-1-21793171,Requesting part numbers to be loaded in Parts Catalog.,DQIM,CAT II,Low,2/26/15 15:47,2/26/15 16:16,8/6/15 20:25,10/9/15 17:12,Default,multiple,0
S013UNUS01-1-21793311,PLEASE PROVIDE IUID INFORMATION CAGE: 13002,DQIM,CAT II,Low,2/26/15 23:04,2/26/15 23:09,4/23/15 22:58,6/9/15 10:52,A3243031,2629E0502-27,614
S013UNUS01-1-21793411,Please create EEL. Priority 1 Demand.,DQIM,CAT II,Medium,2/27/15 19:45,2/27/15 19:47,3/3/15 16:00,3/5/15 4:16,A3511012,3481W000-003,349
S013UNUS01-1-21793521,28V BCCU needs EEL created. Priority 2.,DQIM,CAT II,High,3/2/15 15:20,3/2/15 15:23,3/3/15 14:47,3/3/15 7:15,A2431011,6P403JSF1-2,0
S013UNUS01-1-21793624,Please create EEL. Priority 2.,DQIM,CAT II,High,3/2/15 15:27,3/2/15 15:29,3/3/15 13:36,3/5/15 4:15,A2431011,6P403JSF1-2,0
S013UNUS01-1-21793741,EEL for Nozzle Air Refuel Probe - Priority 2 SPEC PN:    2FFV00306-0002,DQIM,CAT II,High,3/2/15 23:09,3/2/15 23:14,3/4/15 15:47,3/5/15 4:13,A2852011,FRL002306,34140007
S013UNUS01-1-21793842,EEL needed for Nozzle Air Refue Probe Pri 2. SPEC PN: 2ffv00306-002,DQIM,CAT II,High,3/2/15 23:22,3/2/15 23:27,3/4/15 15:17,3/5/15 4:13,A2852011,FRL002306,34140008
S013UNUS01-1-21818261,NOT IN PARTS CATALOG,Supply Chain,CAT I,Low,3/4/15 17:02,3/9/15 21:25,3/10/15 16:26,6/2/15 12:22,A03,M83485/1-110,0
S013UNUS01-1-21835151,Please adjust serviceability code. Please provide IUID for EEL,DQIM,CAT I,Low,3/11/15 17:51,3/11/15 17:53,3/12/15 13:34,6/9/15 10:53,A2112025,3291752-1-1,164
S013UNUS01-1-21845061,Requesting EEL.,DQIM,CAT I,Low,3/13/15 22:46,3/13/15 23:09,3/16/15 13:46,3/16/15 2:59,A9421010,TY2852-05B,165
S013UNUS01-1-21845164,Pri 1 Please create EEL,DQIM,CAT I,Low,3/13/15 23:10,3/13/15 23:12,3/16/15 13:46,3/16/15 2:58,A9421010,TY2852-05B,257
S013UNUS01-1-21845401,Requeting EEL for Brake Control Manifold. PRI 2,DQIM,CAT II,High,3/16/15 16:11,3/16/15 16:22,4/9/15 21:42,4/9/15 9:42,A3243031,2629E0502-27,614
S013UNUS01-1-21845501,REQUESTIG EEL CREATION,DQIM,CAT II,Low,3/17/15 16:53,3/17/15 16:58,4/2/15 18:55,6/9/15 10:53,Default,2GFV00313-0001,146694
S013UNUS01-1-21845600,REQUESTING EEL CREATION FOR ICE DETECTION SENSOR 2CTV00500-0002,DQIM,CAT II,Low,3/17/15 17:26,3/17/15 17:31,3/24/15 18:59,6/9/15 10:55,Default,0871LU1-2,328
S013UNUS01-1-21845603,"Requesting EEL creation for Control Unit, Electronic. (2CHH51500-0013)",DQIM,CAT II,Medium,3/17/15 17:10,3/17/15 20:12,4/2/15 18:54,6/9/15 10:54,Default,TY2851-23A,257
S013UNUS01-1-21845697,"Requesting EEL creation for Control Unit, Electronic (2CHH51500-0013)",DQIM,CAT II,Medium,3/17/15 17:23,4/2/15 23:16,4/30/15 20:06,6/9/15 10:55,Default,TY2851-23A,165
S013UNUS01-1-21845798,REQUESTING EEL CREATION FOR DIVE VALVE                      (2GFV00505-0003),DQIM,CAT II,Low,3/17/15 17:38,3/17/15 17:40,3/24/15 18:56,10/9/15 17:12,Default,62351-1,206
S013UNUS01-1-21856927,REQUESTING EEL CREATING FOR FUEL MEASUREMENT PROBE PN: 2GFV00602-0022 CAGE 13002,DQIM,CAT II,Low,3/17/15 17:52,3/17/15 17:56,4/30/15 20:07,6/9/15 10:56,Default,20283-0301,50
S013UNUS01-1-21857115,REQUESTING EEL CREATING FOR FUEL MEASUREMENT PROBE PN: 2GFV00602-0036 CAGE 13002,DQIM,CAT II,Low,3/17/15 17:58,3/17/15 18:01,4/30/15 20:08,6/9/15 4:52,Default,20283-0302,51
S013UNUS01-1-21857213,REQUESTING EEL CREATION FOR BLADE SEAL COATING PN: 2VSH31242-0002 CAGE: 0L1E5,DQIM,CAT II,Low,3/17/15 18:17,3/17/15 18:20,4/30/15 20:09,6/9/15 4:53,Default,2VSH31242-0002,36
S013UNUS01-1-21857311,REQUESTING EEL CREATION FOR COVER ASSEMBLY PN: 2WSH72537-0002 CAGE: 81755,DQIM,CAT II,Low,3/17/15 18:30,3/17/15 18:35,4/16/15 20:30,6/9/15 10:48,Default,2WSH72537-0002,0
S013UNUS01-1-21857411,REQUESTING EEL CREATION FOR SENSOR ELEMENT BALD PN:2GDV00053-0001 CAGE:73168,DQIM,CAT II,Low,3/17/15 19:23,3/17/15 19:26,3/31/15 18:35,6/9/15 10:49,Default,04-90020-026D,0
S013UNUS01-1-21857510,REQUESTING EEL CREATION FOR VALVE PN:2GFV00902-0017 CAGE:92003,DQIM,CAT II,Low,3/17/15 19:27,3/17/15 19:34,3/24/15 18:53,6/9/15 10:47,Default,2040093-103,0
S013UNUS01-1-21857691,Requesting EEL Creation for Nozzle Air Refuel Probe PN(FRH550058),DQIM,CAT II,Low,3/18/15 15:38,3/18/15 23:19,3/24/15 18:51,6/9/15 10:46,Default,2FFV00306-0002,92
S013UNUS01-1-21857801,REQUESTING CREATION OF EEL FOR PN(VR3200A),DQIM,CAT I,Low,3/18/15 23:01,3/18/15 23:18,3/19/15 17:05,6/9/15 10:46,Default,VR3200A,211
S013UNUS01-1-21861101,Please upload part number (2WSV62199-0001) in parts catalog in ALIS,DQIM,CAT II,Medium,3/19/15 23:11,3/20/15 22:57,8/3/15 19:00,10/9/15 17:26,Default,2WSV62199-0001,0
S013UNUS01-1-21861201,REQUESTING CREATION OF EEL FOR PART NUMBER(434400-521) FOR A PCD EU,DQIM,CAT I,Low,3/20/15 13:23,3/20/15 15:09,3/23/15 18:27,6/9/15 10:46,Default,2ZCH66500-0521,0
S013UNUS01-1-21861401,REQUESTION EEL CREATION PART NUMBER (275A505-206),DQIM,CAT II,Medium,3/23/15 16:16,4/11/16 12:00,4/18/16 12:00,4/19/16 0:16,Default,2ZKH85140-0007,2374
S013UNUS01-1-21861501,REQUESTING EEL CREATION FOR PART NUMBER (275A505-206),DQIM,CAT II,Medium,3/23/15 16:33,3/25/15 17:07,4/16/15 20:30,6/9/15 10:45,Default,2ZKH85140-0007,2375
S013UNUS01-1-21861731,Serviceablitly change on EEL. IUID-D353512ZCH68111-00010480,DQIM,CAT II,Medium,3/26/15 23:36,3/26/15 23:59,4/9/15 21:39,4/9/15 9:39,Default,2ZCH68111-0001,480
S013UNUS01-1-21881981,CREATION OF EEL FOR Wheel Assy PN(2649A4510-3),DQIM,CAT II,High,3/26/15 17:30,3/31/15 22:35,4/16/15 20:28,6/9/15 10:44,Default,2GLV27001-0002,0
S013UNUS01-1-22001901,CREATION OF EEL FOR PN(2SJL00120-0002),DQIM,CAT II,Medium,4/20/15 20:24,4/20/15 20:36,4/22/15 16:48,6/9/15 10:39,Default,2SJL00120-0002,48
S013UNUS01-1-22001996,CREATION OF EEL FOR PN(2SJL00120-0002),DQIM,CAT II,Medium,4/20/15 20:30,4/20/15 20:36,4/22/15 16:47,6/9/15 4:46,Default,2SJL00120-0002,47
S013UNUS01-1-22002191,CREATION OF EEL FOR PN(359310-01-01),DQIM,CAT II,Medium,4/21/15 19:01,4/21/15 19:17,4/23/15 17:59,6/9/15 10:43,Default,2ZCH62770-0001,0
S013UNUS01-1-22002286,CREATION OF EEL FOR PN(359310-01-01),DQIM,CAT II,Medium,4/21/15 19:04,4/21/15 19:18,4/23/15 17:54,5/18/15 10:54,Default,2ZCH62770-0001,0
S013UNUS01-1-22002380,CREATION OF EEL FOR PN(359310-01-01),DQIM,CAT II,Medium,4/21/15 19:06,4/21/15 19:18,4/23/15 17:53,6/9/15 10:38,Default,2ZCH62770-001,0
S013UNUS01-1-22002631,CREATION OF EEL FOR PN(8C109-6),DQIM,CAT II,Medium,4/21/15 21:54,4/21/15 21:58,5/1/15 22:19,5/18/15 10:53,Default,2GFV00201-0004,764
S013UNUS01-1-22002821,CREATION OF EEL FOR PN(MBEU250024-10),DQIM,CAT II,Medium,4/23/15 16:24,4/23/15 16:30,5/11/15 22:51,5/18/15 10:51,Default,2FCH56712-0008,0
S013UNUS01-1-22024916,CREATION OF EEL FOR PN(MBEU250024-10),DQIM,CAT II,Medium,4/23/15 16:27,4/23/15 16:30,6/1/15 14:52,6/9/15 10:38,Default,2FCH56712-0008,0
S013UNUS01-1-22053901,CREATION OF EEL FOR PN(215K988G08),DQIM,CAT II,Medium,4/29/15 16:01,4/29/15 16:19,5/6/15 19:05,5/7/15 10:21,Default,2ZKH33010-0021,21147
